year,month,O3_Guanyuan,O3_Dongsi,O3_Dingling,O3_Changping,O3_Aotizhongxin,O3_Gucheng,O3_Huairou,O3_Nongzhanguan,O3_Shunyi,O3_Tiantan,O3_Wanliu,O3_Wanshouxigong
2013,3,59.41607123655914,58.99188494623655,67.89049166666668,59.85165833333334,46.81443602150537,58.89068198924731,61.74620698924731,58.75945833333333,52.9455435483871,62.2693311827957,38.93315940860215,49.71983924731183
2013,4,61.650681666666664,69.41265333333332,73.57112527777778,67.44183444444444,48.85754944444444,61.71497833333333,73.10868888888889,62.80266916666666,56.340243888888885,68.23123138888889,50.89277361111111,50.94401111111112
2013,5,84.04785456989246,96.66323817204301,98.16859838709678,94.28707741935484,74.45196021505376,84.13291505376344,131.10790322580644,83.62638037634409,86.4400935483871,81.72987204301076,62.69330994623656,71.17752607526882
2013,6,72.43446388888889,87.04392638888889,80.88982055555556,82.75047361111112,68.75843388888889,72.01197555555555,68.20652861111111,78.77374861111112,75.0757763888889,74.80571944444445,60.31184555555556,71.37672583333332
2013,7,77.02213844086022,84.94696801075268,80.01697715053764,81.05084166666667,71.1575626344086,73.18554274193548,84.07969005376344,82.98328467741936,80.39771881720431,77.73951478494624,65.75975188172043,85.13151586021506
2013,8,83.20977661290323,113.25214354838711,85.12752822580646,90.33212258064516,70.23698010752688,80.96971639784945,71.28893118279571,76.9674494623656,78.68101532258065,80.22478817204302,69.24802043010752,87.21893387096775
2013,9,47.431754166666664,53.31059361111111,53.85077611111111,54.12826333333334,37.196265,45.86159444444444,48.48922583333333,46.84359277777778,51.607818055555555,45.19065083333333,40.750212499999996,49.493523888888895
2013,10,24.507999731182796,32.68117930107527,37.33365241935484,29.794183602150536,20.690875268817205,27.553886021505374,35.975666129032255,25.670004569892473,26.702833333333334,25.17706720430108,20.305434139784946,29.011075268817205
2013,11,17.271194722222223,24.343946388888888,33.393591388888886,26.511954722222224,18.832649444444446,27.045377777777777,36.601441944444446,22.2437225,23.46105638888889,19.172929722222225,17.1029775,19.60867222222222
2013,12,14.189997849462365,23.135654569892473,35.0822190860215,24.871095430107527,14.92468252688172,25.779057526881722,30.798850537634408,21.233193548387096,26.1658938172043,17.278342741935482,13.560241935483871,12.877163978494625
2014,1,16.077956989247312,23.787634408602152,34.774193548387096,25.977150537634408,15.797043010752688,31.224462365591396,27.155913978494624,20.993279569892472,23.322580645161292,20.68548387096774,9.30865994623656,11.99731182795699
2014,2,18.898809523809526,38.70684523809524,29.038690476190474,26.00297619047619,19.97470238095238,32.055059523809526,36.464285714285715,25.970238095238095,28.373511904761905,33.782738095238095,14.401785714285714,22.452380952380953
2014,3,43.043010752688176,51.60618279569893,64.82795698924731,44.064516129032256,37.03763440860215,47.15860215053763,62.35349462365591,46.26209677419355,44.685483870967744,45.634408602150536,32.43682795698925,47.45564516129032
2014,4,72.94027777777778,71.14166666666667,94.08055555555555,76.49305555555556,57.12777777777778,66.60555555555555,80.07222222222222,71.22916666666667,68.73472222222222,69.94722222222222,46.02361111111111,68.63888888888889
2014,5,90.60483870967742,86.99341397849462,108.48709677419355,95.67930107526881,79.34798387096774,84.3850806451613,100.95900537634408,96.3622311827957,89.68481182795699,89.70833333333333,70.71706989247312,90.35336021505375
2014,6,99.06666666666666,94.53333333333333,114.4263888888889,108.05,88.95,97.69305555555556,111.62777777777778,105.77222222222223,105.59305555555555,97.03611111111111,78.42916666666666,104.09722222222223
2014,7,100.5,92.31989247311827,123.9037634408602,116.41666666666667,89.87096774193549,101.54166666666667,111.47930107526882,106.90900537634408,105.64475806451613,100.95161290322581,81.40860215053763,104.66666666666667
2014,8,93.84516129032258,91.19045698924731,112.31478494623656,108.97862903225807,83.0858870967742,103.74206989247313,111.2885752688172,100.41196236559139,99.35967741935485,92.53521505376344,71.26465053763441,94.55497311827956
2014,9,53.087777777777774,55.08416666666666,70.06486111111111,65.33430555555555,42.54097222222222,77.01666666666667,70.42083333333333,56.043194444444445,52.257361111111116,53.20097222222222,35.05083333333333,53.904444444444444
2014,10,23.10483870967742,25.60483870967742,42.63978494623656,31.36962365591398,25.056451612903224,27.83467741935484,40.651881720430104,26.11021505376344,27.20967741935484,24.216397849462364,13.594086021505376,24.78494623655914
2014,11,19.247222222222224,22.68763888888889,35.09777777777778,26.128194444444443,16.33888888888889,23.983055555555556,28.579027777777778,23.513194444444444,20.721111111111114,21.23875,11.929166666666667,22.304166666666667
2014,12,23.276881720430108,27.94798387096774,39.778225806451616,29.057795698924732,25.696236559139784,27.854301075268815,33.556451612903224,29.263440860215052,27.004032258064516,29.2747311827957,15.822043010752688,29.348521505376343
2015,1,18.84045698924731,22.877956989247313,31.579301075268816,24.9747311827957,19.232526881720432,23.939247311827955,25.227150537634408,24.968817204301075,28.581451612903223,27.789381720430107,10.862903225806452,24.22755376344086
2015,2,31.639880952380953,34.302083333333336,54.12202380952381,39.98511904761905,45.65029761904762,37.98511904761905,41.765625,41.88095238095238,39.90922619047619,41.848214285714285,20.730654761904763,38.705357142857146
2015,3,45.37217741935484,46.127553763440865,71.25940860215054,52.62849462365591,53.96827956989247,49.78266129032259,55.682123655913976,49.50067204301075,43.875,54.674731182795696,30.621639784946236,54.19489247311828
2015,4,76.38194444444444,72.75694444444444,93.00930555555556,76.30277777777778,77.34388888888888,76.21388888888889,86.03347222222222,76.34444444444445,65.3125,85.93194444444444,61.74166666666667,77.93333333333334
2015,5,94.57123655913979,92.05376344086021,108.91263440860214,92.10483870967742,100.77688172043011,96.83467741935483,97.147311827957,97.05913978494624,81.86827956989248,103.02553763440861,97.24462365591398,98.51612903225806
2015,6,92.3375,92.18333333333334,106.24027777777778,92.90694444444445,102.03472222222223,97.73611111111111,93.15416666666667,98.99583333333334,80.41333333333333,95.30694444444444,95.84444444444445,92.65555555555555
2015,7,99.40456989247312,95.61693548387096,103.14784946236558,101.96908602150538,120.73790322580645,112.36155913978494,94.63172043010752,106.98521505376344,92.88575268817205,102.89247311827957,105.46505376344086,95.02150537634408
2015,8,97.61424731182795,90.34677419354838,103.28091397849462,90.32661290322581,96.59005376344086,103.5241935483871,83.01209677419355,101.88306451612904,76.81451612903226,93.62231182795699,90.88844086021506,100.26747311827957
2015,9,61.65277777777778,58.00416666666667,78.13333333333334,59.141666666666666,64.325,62.40416666666667,61.1,61.96527777777778,46.19722222222222,53.34583333333333,49.298611111111114,58.670833333333334
2015,10,37.92607526881721,35.89650537634409,62.674731182795696,42.138440860215056,41.501344086021504,40.45967741935484,41.83467741935484,38.206989247311824,29.11021505376344,36.461021505376344,31.243279569892472,36.918010752688176
2015,11,11.386111111111111,14.058333333333334,15.841666666666667,12.147222222222222,16.62638888888889,12.344444444444445,18.494444444444444,17.23472222222222,17.4625,14.3625,10.544444444444444,14.193055555555556
2015,12,12.706989247311828,14.362903225806452,23.956989247311828,13.313172043010752,22.666666666666668,12.939516129032258,28.163978494623656,19.55510752688172,16.016129032258064,13.591397849462366,12.948924731182796,17.69489247311828
2016,1,23.14516129032258,28.977150537634408,45.55107526881721,29.397849462365592,32.869623655913976,31.618279569892472,23.280913978494624,34.696236559139784,32.82661290322581,27.879032258064516,23.635752688172044,28.096774193548388
2016,2,43.47126436781609,48.543103448275865,66.95977011494253,45.05172413793103,51.63793103448276,50.60344827586207,37.37068965517241,50.27442528735632,47.195402298850574,47.77155172413793,46.304597701149426,47.91954022988506
2016,3,44.041666666666664,49.090053763440864,64.84139784946237,44.36424731182796,51.259408602150536,51.831989247311824,44.403225806451616,49.685483870967744,43.64247311827957,48.94489247311828,44.384408602150536,48.16532258064516
2016,4,69.32638888888889,75.05277777777778,84.5125,63.3125,74.85555555555555,72.2125,66.66805555555555,70.725,63.90416666666667,74.55555555555556,69.02222222222223,73.475
2016,5,92.90053763440861,92.8225806451613,114.43817204301075,85.93682795698925,99.56317204301075,99.89516129032258,91.84274193548387,96.58870967741936,87.41397849462365,97.31586021505376,92.30376344086021,99.22043010752688
2016,6,108.33055555555555,109.575,115.43055555555556,98.81388888888888,117.02361111111111,116.47638888888889,105.50277777777778,112.20694444444445,106.91388888888889,98.46388888888889,101.37222222222222,123.90833333333333
2016,7,92.72715053763442,94.03629032258064,170.48790322580646,95.52553763440861,104.58467741935483,108.01747311827957,87.08198924731182,100.30510752688173,95.06451612903226,84.83602150537635,84.97311827956989,96.98924731182795
2016,8,80.75268817204301,81.08870967741936,81.76075268817205,78.12231182795699,89.99327956989248,81.30510752688173,59.54838709677419,88.6747311827957,75.1491935483871,76.47446236559139,72.78897849462365,76.06989247311827
2016,9,55.60138888888889,59.06388888888889,70.39166666666667,56.19166666666667,62.045833333333334,51.92638888888889,55.39861111111111,61.270833333333336,24.743055555555557,57.15555555555556,51.225,56.96111111111111
2016,10,21.475806451612904,23.102150537634408,36.80510752688172,23.56451612903226,24.44489247311828,19.052419354838708,26.733870967741936,23.497311827956988,23.649193548387096,22.506720430107528,20.087365591397848,20.228494623655912
2016,11,13.284722222222221,14.075,26.113888888888887,13.276388888888889,16.570833333333333,15.733333333333333,19.031944444444445,15.876388888888888,19.883333333333333,16.747222222222224,16.27777777777778,14.016666666666667
2016,12,14.650537634408602,14.948924731182796,26.553763440860216,14.321236559139784,17.873655913978496,15.365591397849462,23.188172043010752,18.537634408602152,23.419354838709676,13.861559139784946,16.43010752688172,15.169354838709678
2017,1,42.38709677419355,35.549731182795696,46.71774193548387,29.361559139784948,40.67338709677419,25.021505376344088,36.15860215053763,30.668010752688172,36.0255376344086,26.688172043010752,30.427419354838708,27.971774193548388
2017,2,49.489583333333336,44.504464285714285,61.73065476190476,36.99404761904762,54.93154761904762,33.226190476190474,58.251488095238095,43.001488095238095,48.598214285714285,45.767857142857146,41.56845238095238,40.876488095238095
